N,Elog_geometric,Elog_additive,additive_ratio,additive_order
20,0.00022617075782305207,0.0025383553186739682,11.223180852848744,
40,6.390698179314924e-05,0.0006011923345723424,9.407302890914957,2.0779955120124547
80,1.6132314285322025e-05,0.0001497325982997566,9.281532435553324,2.0054382695879975
160,4.064281739157849e-06,3.721007256052289e-05,9.155387088945538,2.008623236012332
